Kingdom;Phylum;Class;Order;Family;Genus;Species
k__Bacteria; p__Ca. Dependentiae (TM6); c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 19; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__NS11-12 marine group; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium 1; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Georgfuchsia; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__Oligoflexaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Bryobacter; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 7a; f__; g__; s__
k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Unknown Nitrospiraceae genus 1; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
k__Opisthokonta; p__Nematoda; c__Chromadorea; o__Rhabditida; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__OPB41; o__; f__; g__; s__
k__SAR; p__Ciliophora; c__Colpodea; o__Colpodida; f__Unknown Colpodida family 1; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Kineosporiales; f__Unknown Kineosporiales family 2; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
k__Breviatea superkingdom incertae sedis; p__Breviatea phylum incertae sedis; c__Breviatea; o__Breviata order incertae sedis; f__Breviata family incertae sedis; g__Breviata; s__Breviata anathema
k__Breviatea superkingdom incertae sedis; p__Breviatea phylum incertae sedis; c__Breviatea; o__Breviata order incertae sedis; f__Breviata family incertae sedis; g__Breviata; s__Breviata anathema
k__Opisthokonta; p__Chytridiomycota; c__Chytridiomycetes; o__Lobulomycetales; f__; g__; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Unknown Parachlamydiaceae genus 5; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Unknown Parachlamydiaceae genus 6; s__
k__Archaeplastida; p__Bryophyta; c__Polytrichales class incertae sedis; o__Polytrichales; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__; s__
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__OPB56; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__; s__
k__SAR; p__Bicosoecida phylum incertae sedis; c__Bicosoecida class incertae sedis; o__Bicosoecida; f__; g__; s__
k__Calypogeia (Chloroplast); p__; c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Candidatus Nostocoida; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Excavata; p__Preaxostyla; c__Paratrimastix class incertae sedis; o__Paratrimastix order incertae sedis; f__Paratrimastix family incertae sedis; g__Paratrimastix; s__Paratrimastix pyriformis ATCC50562
k__Bacteria; p__Cyanobacteria; c__Ca. Melainabacteria; o__Gastranaerophilales; f__; g__; s__
k__Archaeplastida; p__Tracheophyta; c__Magnoliophyta; o__; f__; g__; s__
k__Amoebozoa; p__Lobosa; c__Tubulinea; o__Leptomyxida; f__Leptomyxa family incertae sedis; g__Unknown Leptomyxa family incertae sedis genus 1; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Neochlamydia; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Unknown Parachlamydiaceae genus 8; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Hydrogenophilaceae; g__Thiobacillus; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Saccharofermentans; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__SHA-26; f__; g__; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__Lineage IV; f__; g__; s__
k__SAR; p__Cercozoa; c__Cercomonadidae class incertae sedis; o__Cercomonadidae order incertae sedis; f__Cercomonadidae; g__Cercomonas; s__
k__SAR; p__Cercozoa; c__Imbricatea; o__Spongomonadida; f__Spongomonas family incertae sedis; g__Spongomonas; s__Spongomonas minima
k__SAR; p__Cercozoa; c__RM2-SGM58; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HTA4; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Unknown Planctomycetales family 22; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Moranbacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Moranbacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Moranbacteria; o__; f__; g__; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__FW13; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Levybacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Levybacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__CHAB-XI-27; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Armatimonadetes; c__Armatimonadetes Group 3; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 24; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Singulisphaera; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micromonosporales; f__Micromonosporaceae; g__Actinoplanes; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Bryobacter; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Unknown Tepidisphaerales family 4; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Cryptosporangiaceae; g__Cryptosporangium; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 8 (TK10); o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Unknown Sphingobacteriales family 2; g__; s__
k__Bacteria; p__BRC1; c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Pla3 lineage; o__; f__; g__; s__
k__Bacteria; p__BRC1; c__; o__; f__; g__; s__
k__Bacteria; p__BRC1; c__; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Unknown Novosphingobium species 1
k__SAR; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Unknown Micrococcales family 1; g__; s__
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
k__Opisthokonta; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Unknown Coxiellaceae genus 9; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 49; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Archangiaceae; g__Anaeromyxobacter; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 15; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Actinobacteria; c__OPB41; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__SHA-26; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__SHA-26; f__; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__
k__Bacteria; p__Ca. Latescibacteria (WS3); c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium sensu stricto; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__053A03-B-DI-P58; g__; s__
k__Amoebozoa; p__Gracilipodida; c__Flamella class incertae sedis; o__Flamella order incertae sedis; f__Flamella family incertae sedis; g__Flamella; s__
k__Amoebozoa; p__Arboramoeba phylum incertae sedis; c__Arboramoeba class incertae sedis; o__Arboramoeba order incertae sedis; f__Arboramoeba family incertae sedis; g__Arboramoeba; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__053A03-B-DI-P58; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Solibacteraceae; g__Unknown Solibacteraceae genus 5; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 1; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 5; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Roseiarcaceae; g__Roseiarcus; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__; s__
k__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__Ignavibacteriales; f__BSV26; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__; s__
k__Bacteria; p__Ca. Omnitrophica (OP3); c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Streptomycetales; f__Streptomycetaceae; g__Streptacidiphilus; s__Unknown Streptacidiphilus species 1
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__S15A-MN16; f__; g__; s__
k__SAR; p__Xanthophyceae; c__Mischococcales class incertae sedis; o__Mischococcales; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 7b; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__Unknown Porticoccaceae genus 1; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Pacebacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Holosporaceae; g__; s__
k__Bacteria; p__Ca. Omnitrophica (OP3); c__Ca. Omnitrophus class incertae sedis; o__Ca. Omnitrophus order incertae sedis; f__Ca. Omnitrophus family incertae sedis; g__Ca. Omnitrophus; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Roizmanbacteria; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Sporichthyaceae; g__Sporichthya; s__
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Cytophaga; s__
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Cytophaga; s__Cytophaga aurantiaca DSM 3654
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Cytophaga; s__Unknown Cytophaga species 1
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Unknown Cytophagaceae genus 1; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Unknown Solirubrobacteraceae genus 2; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Pleomorphomonas; s__Pleomorphomonas oryzae DSM 16300
k__SAR; p__Cercozoa; c__Glissomonadida class incertae sedis; o__Glissomonadida; f__Heteromita family incertae sedis; g__Unknown Heteromita family incertae sedis genus 1; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27 clade; s__
k__Opisthokonta; p__Arthropoda; c__Insecta; o__Psocoptera; f__; g__; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Simkaniaceae; g__; s__
k__SAR; p__Cercozoa; c__Cercozoa incertae sedis; o__Gymnophrys order incertae sedis; f__Gymnophrys family incertae sedis; g__Unknown Gymnophrys family incertae sedis genus 1; s__
k__SAR; p__Cercozoa; c__Cercozoa incertae sedis; o__Gymnophrys order incertae sedis; f__Gymnophrys family incertae sedis; g__Unknown Gymnophrys family incertae sedis genus 2; s__
k__Bacteria; p__BRC1; c__; o__; f__; g__; s__
k__Excavata; p__Jakobida; c__Jakoba class incertae sedis; o__Jakoba order incertae sedis; f__Jakoba family incertae sedis; g__Jakoba; s__
k__Excavata; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Roseiarcaceae; g__Roseiarcus; s__
k__Bacteria; p__Armatimonadetes; c__Armatimonadetes Group 4; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Unknown Ktedonobacteria order 1; f__; g__; s__
k__Opisthokonta; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
k__Opisthokonta; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Unknown Methylophilales family 1; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Unknown Gammaproteobacteria order 1; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__WCHB1-32; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Unknown Chitinophagales family 1; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Unknown Gemmatimonadetes (class) order 1; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micromonosporales; f__Micromonosporaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Sporichthyaceae; g__; s__
k__Opisthokonta; p__Nematoda; c__Chromadorea; o__Tylenchida; f__; g__; s__
k__Opisthokonta; p__Nematoda; c__Chromadorea; o__Tylenchida; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Unknown Opitutaceae genus 6; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Unknown Parachlamydiaceae genus 7; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__DA111; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__CPR2; c__; o__; f__; g__; s__
k__Opisthokonta; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__; g__; s__
k__Bacteria; p__Epsilonbacteraeota; c__Desulfurellia; o__Desulfurellales; f__H16; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 8 (TK10); o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 8 (TK10); o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 28; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Unknown Bryobacteraceae genus 13; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Unknown Hydrogenophilales family 3; g__; s__
k__SAR; p__Cercozoa; c__Imbricatea; o__Spongomonadida; f__Spongomonas family incertae sedis; g__Spongomonas; s__
k__SAR; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Unknown Euglyphida family 1; g__; s__
